icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD9,207,207.22,malig_myelolymph,"Megakaryocytic leukemia, in relapse"
DIAG-ICD9,207,207.8,malig_myelolymph,"Other specified leukemia, without mention of having achieved remission"
DIAG-ICD9,207,207.81,malig_myelolymph,"Other specified leukemia, in remission"
DIAG-ICD9,207,207.82,malig_myelolymph,"Other specified leukemia, in relapse"
DIAG-ICD9,208,208,malig_myelolymph,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
DIAG-ICD9,208,208.01,malig_myelolymph,"Acute leukemia of unspecified cell type, in remission"
DIAG-ICD9,208,208.02,malig_myelolymph,"Acute leukemia of unspecified cell type, in relapse"
DIAG-ICD9,208,208.1,malig_myelolymph,"Chronic leukemia of unspecified cell type, without mention of having achieved remission"
DIAG-ICD9,208,208.11,malig_myelolymph,"Chronic leukemia of unspecified cell type, in remission"
DIAG-ICD9,208,208.12,malig_myelolymph,"Chronic leukemia of unspecified cell type, in relapse"
DIAG-ICD9,208,208.2,malig_myelolymph,"Subacute leukemia of unspecified cell type, without mention of having achieved remission"
DIAG-ICD9,208,208.21,malig_myelolymph,"Subacute leukemia of unspecified cell type, in remission"
DIAG-ICD9,208,208.22,malig_myelolymph,"Subacute leukemia of unspecified cell type, in relapse"
DIAG-ICD9,208,208.8,malig_myelolymph,"Other leukemia of unspecified cell type, without mention of having achieved remission"
DIAG-ICD9,208,208.81,malig_myelolymph,"Other leukemia of unspecified cell type, in remission"
DIAG-ICD9,208,208.82,malig_myelolymph,"Other leukemia of unspecified cell type, in relapse"
DIAG-ICD9,208,208.9,malig_myelolymph,"Unspecified leukemia, without mention of having achieved remission"
DIAG-ICD9,208,208.91,malig_myelolymph,"Unspecified leukemia, in remission"
DIAG-ICD9,208,208.92,malig_myelolymph,"Unspecified leukemia, in relapse"
DIAG-ICD9,238,238.5,malig_myelolymph,Neoplasm of uncertain behavior of histiocytic and mast cells
DIAG-ICD9,238,238.6,malig_myelolymph,Neoplasm of uncertain behavior of plasma cells
DIAG-ICD9,238,238.72,malig_myelolymph,Low grade myelodysplastic syndrome lesions
DIAG-ICD9,238,238.73,malig_myelolymph,High grade myelodysplastic syndrome lesions
DIAG-ICD9,238,238.74,malig_myelolymph,Myelodysplastic syndrome with 5q deletion
DIAG-ICD9,238,238.75,malig_myelolymph,"Myelodysplastic syndrome, unspecified"
DIAG-ICD9,238,238.76,malig_myelolymph,Myelofibrosis with myeloid metaplasia
DIAG-ICD9,238,238.77,malig_myelolymph,Post-transplant lymphoproliferative disorder (PTLD)
DIAG-ICD10,C810,C810.0,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C810,C810.1,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C810,C810.2,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C810,C810.3,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C810,C810.4,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C810,C810.5,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C810,C810.6,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C810,C810.7,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, spleen"
DIAG-ICD10,C810,C810.8,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C810,C810.9,malig_myelolymph,"Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C811,C811.0,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C811,C811.1,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C811,C811.2,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C811,C811.3,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C811,C811.4,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C811,C811.5,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C811,C811.6,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C811,C811.7,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, spleen"
DIAG-ICD10,C811,C811.8,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C811,C811.9,malig_myelolymph,"Nodular sclerosis Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C812,C812.0,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C812,C812.1,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C812,C812.2,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C812,C812.3,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C812,C812.4,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C812,C812.5,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C812,C812.6,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C812,C812.7,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, spleen"
DIAG-ICD10,C812,C812.8,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C812,C812.9,malig_myelolymph,"Mixed cellularity Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C813,C813.0,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C813,C813.1,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C813,C813.2,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C813,C813.3,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C813,C813.4,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C813,C813.5,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C813,C813.6,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C813,C813.7,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, spleen"
DIAG-ICD10,C813,C813.8,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C813,C813.9,malig_myelolymph,"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C814,C814.0,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C814,C814.1,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C814,C814.2,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C814,C814.3,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C814,C814.4,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C814,C814.5,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C814,C814.6,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C814,C814.7,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, spleen"
DIAG-ICD10,C814,C814.8,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C814,C814.9,malig_myelolymph,"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C817,C817.0,malig_myelolymph,"Other Hodgkin lymphoma, unspecified site"
DIAG-ICD10,C817,C817.1,malig_myelolymph,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C817,C817.2,malig_myelolymph,"Other Hodgkin lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C817,C817.3,malig_myelolymph,"Other Hodgkin lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C817,C817.4,malig_myelolymph,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C817,C817.5,malig_myelolymph,"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C817,C817.6,malig_myelolymph,"Other Hodgkin lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C817,C817.7,malig_myelolymph,"Other Hodgkin lymphoma, spleen"
DIAG-ICD10,C817,C817.8,malig_myelolymph,"Other Hodgkin lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C817,C817.9,malig_myelolymph,"Other Hodgkin lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C819,C819.0,malig_myelolymph,"Hodgkin lymphoma, unspecified, unspecified site"
DIAG-ICD10,C819,C819.1,malig_myelolymph,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck"
DIAG-ICD10,C819,C819.2,malig_myelolymph,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes"
DIAG-ICD10,C819,C819.3,malig_myelolymph,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes"
DIAG-ICD10,C819,C819.4,malig_myelolymph,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb"
DIAG-ICD10,C819,C819.5,malig_myelolymph,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C819,C819.6,malig_myelolymph,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
DIAG-ICD10,C819,C819.7,malig_myelolymph,"Hodgkin lymphoma, unspecified, spleen"
DIAG-ICD10,C819,C819.8,malig_myelolymph,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites"
DIAG-ICD10,C819,C819.9,malig_myelolymph,"Hodgkin lymphoma, unspecified, extranodal and solid organ sites"
DIAG-ICD10,C820,C820.0,malig_myelolymph,"Follicular lymphoma grade I, unspecified site"
DIAG-ICD10,C820,C820.1,malig_myelolymph,"Follicular lymphoma grade I, lymph nodes of head, face, and neck"
DIAG-ICD10,C820,C820.2,malig_myelolymph,"Follicular lymphoma grade I, intrathoracic lymph nodes"
DIAG-ICD10,C820,C820.3,malig_myelolymph,"Follicular lymphoma grade I, intra-abdominal lymph nodes"
DIAG-ICD10,C820,C820.4,malig_myelolymph,"Follicular lymphoma grade I, lymph nodes of axilla and upper limb"
DIAG-ICD10,C820,C820.5,malig_myelolymph,"Follicular lymphoma grade I, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C820,C820.6,malig_myelolymph,"Follicular lymphoma grade I, intrapelvic lymph nodes"
DIAG-ICD10,C820,C820.7,malig_myelolymph,"Follicular lymphoma grade I, spleen"
DIAG-ICD10,C820,C820.8,malig_myelolymph,"Follicular lymphoma grade I, lymph nodes of multiple sites"
DIAG-ICD10,C820,C820.9,malig_myelolymph,"Follicular lymphoma grade I, extranodal and solid organ sites"
DIAG-ICD10,C821,C821.0,malig_myelolymph,"Follicular lymphoma grade II, unspecified site"
DIAG-ICD10,C821,C821.1,malig_myelolymph,"Follicular lymphoma grade II, lymph nodes of head, face, and neck"
DIAG-ICD10,C821,C821.2,malig_myelolymph,"Follicular lymphoma grade II, intrathoracic lymph nodes"
DIAG-ICD10,C821,C821.3,malig_myelolymph,"Follicular lymphoma grade II, intra-abdominal lymph nodes"
DIAG-ICD10,C821,C821.4,malig_myelolymph,"Follicular lymphoma grade II, lymph nodes of axilla and upper limb"
DIAG-ICD10,C821,C821.5,malig_myelolymph,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C821,C821.6,malig_myelolymph,"Follicular lymphoma grade II, intrapelvic lymph nodes"
DIAG-ICD10,C821,C821.7,malig_myelolymph,"Follicular lymphoma grade II, spleen"
DIAG-ICD10,C821,C821.8,malig_myelolymph,"Follicular lymphoma grade II, lymph nodes of multiple sites"
DIAG-ICD10,C821,C821.9,malig_myelolymph,"Follicular lymphoma grade II, extranodal and solid organ sites"
DIAG-ICD10,C822,C822.0,malig_myelolymph,"Follicular lymphoma grade III, unspecified, unspecified site"
DIAG-ICD10,C822,C822.1,malig_myelolymph,"Follicular lymphoma grade III, unspecified, lymph nodes of head, face, and neck"
DIAG-ICD10,C822,C822.2,malig_myelolymph,"Follicular lymphoma grade III, unspecified, intrathoracic lymph nodes"
DIAG-ICD10,C822,C822.3,malig_myelolymph,"Follicular lymphoma grade III, unspecified, intra-abdominal lymph nodes"
DIAG-ICD10,C822,C822.4,malig_myelolymph,"Follicular lymphoma grade III, unspecified, lymph nodes of axilla and upper limb"
DIAG-ICD10,C822,C822.5,malig_myelolymph,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C822,C822.6,malig_myelolymph,"Follicular lymphoma grade III, unspecified, intrapelvic lymph nodes"
DIAG-ICD10,C822,C822.7,malig_myelolymph,"Follicular lymphoma grade III, unspecified, spleen"
DIAG-ICD10,C822,C822.8,malig_myelolymph,"Follicular lymphoma grade III, unspecified, lymph nodes of multiple sites"
DIAG-ICD10,C822,C822.9,malig_myelolymph,"Follicular lymphoma grade III, unspecified, extranodal and solid organ sites"
DIAG-ICD10,C823,C823.0,malig_myelolymph,"Follicular lymphoma grade IIIa, unspecified site"
DIAG-ICD10,C823,C823.1,malig_myelolymph,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck"
DIAG-ICD10,C823,C823.2,malig_myelolymph,"Follicular lymphoma grade IIIa, intrathoracic lymph nodes"
DIAG-ICD10,C823,C823.3,malig_myelolymph,"Follicular lymphoma grade IIIa, intra-abdominal lymph nodes"
DIAG-ICD10,C823,C823.4,malig_myelolymph,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb"
DIAG-ICD10,C823,C823.5,malig_myelolymph,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C823,C823.6,malig_myelolymph,"Follicular lymphoma grade IIIa, intrapelvic lymph nodes"
DIAG-ICD10,C823,C823.7,malig_myelolymph,"Follicular lymphoma grade IIIa, spleen"
DIAG-ICD10,C823,C823.8,malig_myelolymph,"Follicular lymphoma grade IIIa, lymph nodes of multiple sites"
DIAG-ICD10,C823,C823.9,malig_myelolymph,"Follicular lymphoma grade IIIa, extranodal and solid organ sites"
DIAG-ICD10,C824,C824.0,malig_myelolymph,"Follicular lymphoma grade IIIb, unspecified site"
DIAG-ICD10,C824,C824.1,malig_myelolymph,"Follicular lymphoma grade IIIb, lymph nodes of head, face, and neck"
DIAG-ICD10,C824,C824.2,malig_myelolymph,"Follicular lymphoma grade IIIb, intrathoracic lymph nodes"
DIAG-ICD10,C824,C824.3,malig_myelolymph,"Follicular lymphoma grade IIIb, intra-abdominal lymph nodes"
DIAG-ICD10,C824,C824.4,malig_myelolymph,"Follicular lymphoma grade IIIb, lymph nodes of axilla and upper limb"
DIAG-ICD10,C824,C824.5,malig_myelolymph,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C824,C824.6,malig_myelolymph,"Follicular lymphoma grade IIIb, intrapelvic lymph nodes"
DIAG-ICD10,C824,C824.7,malig_myelolymph,"Follicular lymphoma grade IIIb, spleen"
DIAG-ICD10,C824,C824.8,malig_myelolymph,"Follicular lymphoma grade IIIb, lymph nodes of multiple sites"
DIAG-ICD10,C824,C824.9,malig_myelolymph,"Follicular lymphoma grade IIIb, extranodal and solid organ sites"
DIAG-ICD10,C825,C825.0,malig_myelolymph,"Diffuse follicle center lymphoma, unspecified site"
DIAG-ICD10,C825,C825.1,malig_myelolymph,"Diffuse follicle center lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C825,C825.2,malig_myelolymph,"Diffuse follicle center lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C825,C825.3,malig_myelolymph,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C825,C825.4,malig_myelolymph,"Diffuse follicle center lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C825,C825.5,malig_myelolymph,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C825,C825.6,malig_myelolymph,"Diffuse follicle center lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C825,C825.7,malig_myelolymph,"Diffuse follicle center lymphoma, spleen"
DIAG-ICD10,C825,C825.8,malig_myelolymph,"Diffuse follicle center lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C825,C825.9,malig_myelolymph,"Diffuse follicle center lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C826,C826.0,malig_myelolymph,"Cutaneous follicle center lymphoma, unspecified site"
DIAG-ICD10,C826,C826.1,malig_myelolymph,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C826,C826.2,malig_myelolymph,"Cutaneous follicle center lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C826,C826.3,malig_myelolymph,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C826,C826.4,malig_myelolymph,"Cutaneous follicle center lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C826,C826.5,malig_myelolymph,"Cutaneous follicle center lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C826,C826.6,malig_myelolymph,"Cutaneous follicle center lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C826,C826.7,malig_myelolymph,"Cutaneous follicle center lymphoma, spleen"
DIAG-ICD10,C826,C826.8,malig_myelolymph,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C826,C826.9,malig_myelolymph,"Cutaneous follicle center lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C828,C828.0,malig_myelolymph,"Other types of follicular lymphoma, unspecified site"
DIAG-ICD10,C828,C828.1,malig_myelolymph,"Other types of follicular lymphoma, lymph nodes of head, face, and neck"
DIAG-ICD10,C828,C828.2,malig_myelolymph,"Other types of follicular lymphoma, intrathoracic lymph nodes"
DIAG-ICD10,C828,C828.3,malig_myelolymph,"Other types of follicular lymphoma, intra-abdominal lymph nodes"
DIAG-ICD10,C828,C828.4,malig_myelolymph,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb"
DIAG-ICD10,C828,C828.5,malig_myelolymph,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb"
DIAG-ICD10,C828,C828.6,malig_myelolymph,"Other types of follicular lymphoma, intrapelvic lymph nodes"
DIAG-ICD10,C828,C828.7,malig_myelolymph,"Other types of follicular lymphoma, spleen"
DIAG-ICD10,C828,C828.8,malig_myelolymph,"Other types of follicular lymphoma, lymph nodes of multiple sites"
DIAG-ICD10,C828,C828.9,malig_myelolymph,"Other types of follicular lymphoma, extranodal and solid organ sites"
DIAG-ICD10,C829,C829.0,malig_myelolymph,"Follicular lymphoma, unspecified, unspecified site"
DIAG-ICD10,C829,C829.1,malig_myelolymph,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
DIAG-ICD10,C829,C829.2,malig_myelolymph,"Follicular lymphoma, unspecified, intrathoracic lymph nodes"
DIAG-ICD10,C829,C829.3,malig_myelolymph,"Follicular lymphoma, unspecified, intra-abdominal lymph nodes"
DIAG-ICD10,C829,C829.4,malig_myelolymph,"Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb"
